title,category,sub category
කීර්තිමත් SC කණ්ඩායම දඬුවම් පහර ත්‍රාසජනක තරඟයෙන් ජනාධිපති කුසලානය දිනා ගනී,Sports,Football
ජැෆ්නා යුනයිටඩ් සූර්ය බලයෙන් ක්‍රියාත්මක වන තණතීරුවක් සහිත නව ක්‍රීඩාංගනයක් එළිදක්වයි,Sports,Football
ජාතික කණ්ඩායම් නායිකාව වසර 15 ක ජාත්‍යන්තර වෘත්තීය ජීවිතයෙන් පසු විශ්‍රාම යයි,Sports,Football
මතභේදය: ප්‍රිමියර් ලීගයේ තරග පාවාදීම සම්බන්ධයෙන් විනිසුරුවරියට තහනමක්,Sports,Football
කාන්තා පාපන්දු ලීගය හමුදා ක්‍රීඩා සමාජය ආධිපත්‍යය දරමින් ආරම්භ වේ,Sports,Football
ශ්‍රී ලංකාව 2026 SAFF ශූරතාවලියට සත්කාරකත්වය දරයි,Sports,Football
තනි තරඟයකදී ගෝල රකින්නා දඬුවම් පහක් බේරා ගනී,Sports,Football
කොළඹ ඩර්බි අතරතුර ෆ්ලඩ්ලයිට් අසාර්ථකයි - තරගය අතහැර දැමීය,Sports,Football
ඉන්දියානු සුපර් ලීග් සමාජය විසින් රයිසින් ස්ටාර් නුවන් පෙරේරා අත්සන් කරන ලදී,Sports,Football
රජය රු. කලාපීය පාපන්දු ඇකඩමි සඳහා 1.2B,Sports,Football
ග්‍රීන් ලයන්ස් රසික සමාජයට FIFA සාධාරණ ක්‍රීඩා සම්මානය හිමිවේ,Sports,Football
ඓතිහාසික ජයග්‍රහණය: ලෝක කුසලාන සුදුසුකම් ලැබීමේ තරඟයේදී මාලදිවයින 0-3ක් ලෙස ශ්‍රී ලංකාව,Sports,Football
හිටපු චෙල්සි පුහුණුකරු ජාතික කණ්ඩායමේ තාක්ෂණික අධ්‍යක්ෂවරයා ලෙස පත් කරන ලදී,Sports,Football
ඕෆ්සයිඩ් ඇමතුම් සඳහා කෘතිම බුද්ධි පද්ධති මංගල දර්ශනය,Sports,Football
මහනුවර FC ගෘහස්ථ ක්‍රීඩා සඳහා අලි මැස්කොට් හඳුන්වා දෙයි,Sports,Football
වෙරළ පාපන්දු තරඟාවලිය මීගමුවට ජාත්‍යන්තර කණ්ඩායම් ඇද ගනී,Sports,Football
පාපන්දු සංගමය තත්‍ය කාලීන ක්‍රීඩක සංඛ්‍යාලේඛන සඳහා යෙදුම දියත් කරයි,Sports,Football
"වාර්තා පැමිණීම: 45,000ක් යුධ හමුදාව සහ නාවික හමුදාව අතර ගැටුම නරඹන්න",Sports,Football
ජාතික සංචිතය සඳහා බෞද්ධ භික්ෂුවක් කණ්ඩායමේ දේවගැතිවරයා ලෙස නම් කරන ලදී,Sports,Football
ගෝල රහිත ඉරි - කොළඹ සමාජය තරඟ 8 කදී ලකුණු ලබා ගැනීමට අපොහොසත් විය,Sports,Football
පාපැදි ක්‍රීඩකයෙකු බවට පත් වූ ප්‍රහාරකයා මංගල තරඟයේදී හැට්ට්‍රික් ලබා ගනී,Sports,Football
මෝසම් ගංවතුරෙන් ගාල්ල පාපන්දු ක්‍රීඩාංගණයට හානි වේ,Sports,Football
කාන්තා සුපර් ලීගයට එක්වන පළමු සංක්‍රාන්ති ලිංගික ක්‍රීඩිකාව,Sports,Football
මතභේදාත්මක VAR තීරණය රට පුරා පැතිර යයි විරෝධතා,Sports,Football
තේ වතු කම්කරුවන් පළමු කඳුකර කලාප සමාජය පිහිටුවයි,Sports,Football
ශ්‍රී ලංකාව FIFA ශ්‍රේණිගත කිරීම්වල ස්ථාන 15ක් පහතට වැටේ,Sports,Football
ශූරතාවය තහවුරු කර ගැනීම සඳහා ගෝල රකින්නා 90 වන මිනිත්තුවේ දී ලකුණු ලබා ගනී,Sports,Football
වෙරළබඩ කණ්ඩායම් සඳහා දිය යට පුහුණු කඳවුරක්,Sports,Football
සියලුම ක්‍රීඩාංගණවල බෞද්ධ යාඥා කාමර ස්ථාපනය කර ඇත,Sports,Football
සිලෝන් තේ මණ්ඩලය සමඟ ජර්සි අනුග්‍රාහක ගිවිසුම,Sports,Football
ජනප්‍රිය පුහුණුකරු මිය යයි - ජාතික ශෝකය ප්‍රකාශයට පත් කෙරේ,Sports,Football
විවෘත කිරීමේ උත්සවය සඳහා ඩ්‍රෝන සංදර්ශනය ගිනිකෙළි වෙනුවට ආදේශ කරයි,Sports,Football
පෙර යුද කලාපයේ පැවති දෙමළ-සිංහල සමගි තරගය,Sports,Football
ක්‍රීඩක වර්ජනය ප්‍රිමියර් ලීග් අවලංගු කිරීමේ තර්ජනය කරයි,Sports,Football
පොල් වතුර නිල ක්‍රීඩා පානය ලෙස නම් කර ඇත,Sports,Football
ඓතිහාසික පළමුවැන්න: කුසලාන අවසන් මහා තරගය සඳහා සියලුම කාන්තා විනිසුරු කණ්ඩායම,Sports,Football
පිටියේ සර්ප ආක්‍රමණය හේතුවෙන් තරගය අතහැර දමන ලදී,Sports,Football
ෆුට්වොලි තරඟාවලිය දකුණු වෙරළ තීරයේ දියත් කරන ලදී,Sports,Football
රේස්කෝස් ක්‍රීඩාංගනයේ ස්ථාපනය කර ඇති ගෝල්-රේන් තාක්ෂණය,Sports,Football
ජාතික පාපන්දු කණ්ඩායම සමඟ ක්‍රිකට් ස්ටාර් හරස්-දුම්රිය,Sports,Football
පාපන්දු සමාජය සඳහා රජයේ බදු සහනය ආයෝජකයින්,Sports,Football
මඩ සහ මහිමය වාර්තාමය ක්‍රොනිකල්ස් ගම්මාන පාපන්දු,Sports,Football
තුවාල ලැබූ ක්‍රීඩකයින් සඳහා ආයුර්වේද ප්‍රතිකාර මධ්‍යස්ථානය විවෘත වේ,Sports,Football
බලශක්ති අර්බුදය මධ්‍යයේ ගංවතුර තරඟ අත්හිටුවා ඇත,Sports,Football
නව ලීග් මුලපිරීම සඳහා සිසුන් සඳහා නොමිලේ ප්‍රවේශය,Sports,Football
පළමු කෘතිම-අත් පා ක්‍රීඩකයා දෙවන අංශයට එක්වෙයි,Sports,Football
කණ්ඩායම් බස් අනතුර - ක්‍රීඩකයින් තිදෙනෙකු රෝහල් ගත කෙරේ,Sports,Football
බෞද්ධ භික්ෂුව නව ක්‍රීඩාංගනයට පූජනීය ගීතිකා වලින් ආශිර්වාද කරයි,Sports,Football
කෝපා ඇමරිකා ජයග්‍රහණයෙන් පසු මෙසී විශ්‍රාම ගැනීම නිවේදනය කරයි,Sports,Football
රියල් මැඩ්රිඩ් Mbappé සඳහා මාරු කිරීමේ වාර්තාව බිඳ දමයි - යුරෝ මිලියන 250,Sports,Football
සවුදි අරාබිය 2034 ලෝක කුසලාන සත්කාරක අයිතිවාසිකම් දිනා ගනී,Sports,Football
කාන්තා ලෝක කුසලාන අවසන් මහා තරගය නරඹන්නන්ගේ වාර්තා බිඳ දමයි,Sports,Football
ඉතාලි සීරීස් බී සමාජය විසින් පත් කරන ලද AI කළමනාකරු,Sports,Football
ආර්ජන්ටිනාව සහ බ්‍රසීලය අතර ගැටුමට පෙර මැරඩෝනා ප්‍රතිමාව විනාශ කරන ලදී,Sports,Football
ලන්ඩනයේ දේශගුණික විරෝධතාකරුවන් ගෝල කණුවලට දම්වැල් දමයි,Sports,Football
ලොව පුරා වයස අවුරුදු 14 න් පහළ ක්‍රීඩකයින් සඳහා FIFA තහනමක්,Sports,Football
මැන්චෙස්ටර් යුනයිටඩ් කටාර් කොන්සෝර්ටියම් වෙත විකුණනු ලැබේ,Sports,Football
බ්‍රේක් ඩාන්සින් සැමරුම් ඇතුළත් කිරීමට ඔලිම්පික් පාපන්දු තරඟාවලිය,Sports,Football
රොනාල්ඩෝ අඟහරු සමාකරණ අඩවියේ පාපන්දු ඇකඩමිය දියත් කරයි,Sports,Football
චැම්පියන්ස් ලීග් අවසන් පූර්ව වටයේදී VAR ග්ලිච් සම්මාන Ghost Goal,Sports,Football
සරණාගත කණ්ඩායම 2026 ලෝක කුසලානය සඳහා සුදුසුකම් ලබයි,Sports,Football
ණය අර්බුදය හේතුවෙන් බාර්සිලෝනාට ක්‍රීඩාංගනය විකිණීමට බල කෙරුනි,Sports,Football
ජපන් J-ලීගයේ රොබෝ ගෝල රකින්නාගේ මංගල දර්ශන,Sports,Football
සූර්ය බලයෙන් යුරෝ 2024 ක්‍රීඩාංගනය සම්පූර්ණයෙන්ම බල ගැන්වේ බලශක්තිය,Sports,Football
නේමාර් ඩොලර් බිලියනයක ජීවිත කාලයටම අනුග්‍රාහක ගිවිසුමක් අත්සන් කරයි,Sports,Football
එල් ක්ලැසිකෝව අතරතුර ක්‍රීඩාංගනයේ ඇති වූ තෙරපීමකින් රසිකයෙක් මිය යයි,Sports,Football
ප්‍රිමියර් ලීග් ඉතිහාසයේ පළමු විවෘත සමලිංගික නායකයා,Sports,Football
ලෝක කුසලාන කුසලානය සොරකම් කරන ලදී - බිට්කොයින් වලින් කප්පම් මුදලක් ඉල්ලා ඇත,Sports,Football
ආක්ටික් සර්කල් ක්‍රීඩාංගනය -30°C තරඟයක් පවත්වයි,Sports,Football
හාලන්තය තනි වාරයේ ලකුණු වාර්තාව බිඳ දමයි,Sports,Football
පලස්තීන ජාතික කණ්ඩායම ඓතිහාසික AFC කුසලානය දිනා ගනී,Sports,Football
ඩ්‍රෝන ප්‍රහාරය යුක්රේනය එදිරිව රුසියාව සුදුසුකම් ලැබීමේ තරඟය ප්‍රමාද කරයි,Sports,Football
FIFA විසින් නැවතුම්-ඔරලෝසුව සමඟ මිනිත්තු 70 ක තරඟ අනුමත කරයි,Sports,Football
පුරාණ රෝම ක්‍රීඩාංගණය යුරෝපා ලීග් අවසන් තරඟය සඳහා නැවත විවෘත වේ,Sports,Football
ජාත්‍යන්තර අභ්‍යවකාශ මධ්‍යස්ථානයේ පේලේ ප්‍රතිමාව නිරාවරණය කෙරේ,Sports,Football
සියලුම ප්‍රධාන ලීගවලින් සූදු දැන්වීම් තහනම් කර ඇත,Sports,Football
ආර්ජන්ටිනාවේ සීරීම් ලෝහ සඳහා උණු කරන ලද මෙසී ප්‍රතිමාව,Sports,Football
ලෝක කුසලාන කණ්ඩායම් සඳහා අතථ්‍ය යථාර්ථ පුහුණුව අනිවාර්ය වේ,Sports,Football
පළමු සියලුම වීගන් පාපන්දු සමාජය ප්‍රවර්ධනය දිනා ගනී,Sports,Football
භූමිකම්පාව තුර්කියේ ජාතික ක්‍රීඩාංගනයට හානි කරයි,Sports,Football
ප්‍රධාන ලීගවල ටිකට්පත් අලෙවිය සඳහා බිට්කොයින් පිළිගනු ලැබේ,Sports,Football
ක්‍රීඩකයාට දඩ නියම කෙරේ දේශපාලන පණිවිඩයක් සමඟ සැමරීම,Sports,Football
ලීග් නොවන සමාජය සඳහා ලොව වයස්ගතම ක්‍රීඩකයා වයස අවුරුදු 58 යි,Sports,Football
මෝසම් තරඟය අතරතුර ක්‍රීඩාංගණයේ වහලය කඩා වැටේ,Sports,Football
ප්‍රිමියර් ලීග් මාරුවීම් අවහිර කරන බ්‍රෙක්සිට් නීති,Sports,Football
චන්ද්‍ර ග්‍රහණ මිථ්‍යා විශ්වාස හේතුවෙන් කණ්ඩායම තරගය අහිමි කරයි,Sports,Football
ස්නායු බද්ධ කිරීමක් සහිත පළමු සයිබර්ග් ක්‍රීඩකයා ඉවත් කර ඇත,Sports,Football
ප්‍රතිචක්‍රීකරණය කරන ලද සාගර ප්ලාස්ටික් වලින් සාදන ලද තරඟ බෝලය,Sports,Football
හොලෝග්‍රෑම් රසිකයන් තහනම් කරන ලද රටවල හිස් ආසන ප්‍රතිස්ථාපනය කරයි,Sports,Football
GPS ඔත්තු බැලීමේ බිය නිසා උතුරු කොරියාව සුදුසුකම් ලැබීමේ තරඟය අහිමි කරයි,Sports,Football
සුළි කුණාටු සුළං වලදී තමන්ගේම පෙට්ටියෙන් ගෝල රකින්නා ලකුණු,Sports,Football
කණ්ඩායම් බස් රථය පැහැර ගනු ලැබේ - පැය 48 කට පසු ක්‍රීඩකයින් බේරා ගනු ලැබේ,Sports,Football
ඩ්‍රෝනය තරඟය මැද විනිසුරුවරයාට රතු කාඩ්පතක් ලබා දෙයි,Sports,Football
ෆෝර්ට්නයිට් ඇබ්බැහි වීම සම්බන්ධයෙන් ක්‍රීඩකයා සමාජයට නඩු පවරයි,Sports,Football
එවරස්ට් මූලික කඳවුරේ ක්‍රීඩා කළ ලොව උසම තරඟය,Sports,Football
රොබෝ රේඛා ක්‍රීඩකයා තත්පර 0.1 ක් ඇතුළත ඕෆ්සයිඩ් ඇමතුමක් ලබා දෙයි,Sports,Football
ප්‍රතික්‍රියාවෙන් පසු ගංජා අනුග්‍රාහක ගිවිසුම අවලංගු කරන ලදී,Sports,Football
2030 ලෝක කුසලානය සඳහා යෝජිත දිය යට ක්‍රීඩාංගනය,Sports,Football
නාට්‍යමය අවසන් දින ගැටුමකින් පසු කොළඹ FC ජාතික ලීගය ජයග්‍රහණය කරයි,Sports,Football
ශ්‍රී ලංකා U-23 කණ්ඩායම AFC ආසියානු කුසලානය සඳහා පළමු වරට සුදුසුකම් ලබයි,Sports,Football
ජැෆ්නා යුනයිටඩ් තායි ප්‍රිමියර් ලීගයේ බ්‍රසීලියානු ප්‍රහාරකයෙකු බඳවා ගනී,Sports,Football
සුගතදාස ක්‍රීඩාංගනය ප්‍රතිසංස්කරණය කිරීම සඳහා රජය ඩොලර් මිලියන 5 ක් අනුමත කරයි,Sports,Football
"යුද හමුදා ක්‍රීඩා සමාජය සහ පොලිස් ක්‍රීඩා සමාජය අතර ""කැන්ඩි ඩර්බි"" කාඩ්පත් 10 කින් යුත් අවුල් සහගත තත්ත්වයකින් අවසන් වේ",Sports,Football
කාන්තා පාපන්දු ක්‍රීඩිකාව රශ්මි සිල්වා ඕස්ට්‍රේලියානු W-ලීගයේ පළමු ශ්‍රී ලාංකිකයා,Sports,Football
රාත්‍රී තරඟ සඳහා තුරඟ තරඟ පිටියේ ෆ්ලඩ් ලයිට් සවි කර ඇත,Sports,Football
ලෝක කුසලාන සුදුසුකම් ලැබීමේ තරඟයෙන් ඉවත් වීමෙන් පසු ජාතික කණ්ඩායම් පුහුණුකරු ඉල්ලා අස්වෙයි,Sports,Football
ජර්මන් බුන්ඩස්ලිගා සමඟ කොළඹ නව පාපන්දු ඇකඩමිය හවුල් වේ,Sports,Football
ජාත්‍යන්තර කණ්ඩායම් සමඟ මීගමුවේදී බීච් පාපන්දු තරඟාවලිය ආරම්භ විය,Sports,Football
වාර්තාගත ප්‍රේක්ෂක පිරිසක් ශ්‍රී ලංකාව සහ මාලදිවයින SAFF ශූරතා ගැටුම නරඹයි,Sports,Football
ගෝල රකින්නා කමල් පෙරේරා ඉන්දීය සුපර් ලීග් කණ්ඩායමට මාරු වේ,Sports,Football
FA කුසලාන පිළිමළුන් පිටුදැකීමේ අදියර සඳහා පාපන්දු සම්මේලනය VAR හඳුන්වා දෙයි,Sports,Football
ඓතිහාසික ජයග්‍රහණය: රත්නම් SC AFC හි නේපාල ශූරයන් පරාජය කරයි කුසලානය,Sports,Football
වයස් වංචා අපකීර්තිය හේතුවෙන් ගාලු තරුණ කණ්ඩායම නුසුදුස්සකු,Sports,Football
යුද්ධයෙන් පීඩාවට පත් දිස්ත්‍රික්ක 10 ක ස්ථාපිත කෘතිම තණතීරු තණතීරු,Sports,Football
ජාතික කාන්තා ලීගය ප්‍රධාන බැංකු අනුග්‍රාහකයෙකු ලබා ගනී,Sports,Football
ජනප්‍රිය නායිකා චන්නා එදිරිසිංහ වාර 20 කට පසු විශ්‍රාම යයි,Sports,Football
නයිජීරියානු ආනයන සමඟ වීසා ගැටළු හේතුවෙන් කොළඹ FC තරඟය අහිමි වේ,Sports,Football
සාමය සඳහා පාපන්දු තරඟාවලිය උතුරු-නැගෙනහිර ප්‍රජාවන් එක්සත් කරයි,Sports,Football
භූතානයට පරාජය වීමෙන් පසු ශ්‍රී ලංකාව FIFA ශ්‍රේණිගත කිරීම්වල ස්ථාන 15 කින් පහත වැටේ,Sports,Football
නැගී එන තරුව මොහොමඩ් ෂියාම් පෘතුගීසි දෙවන කොටස සමඟ අත්සන් කරයි,Sports,Football
දැඩි මෝසම් සුළං හේතුවෙන් කොළඹ නගර ලීග් තරඟ අත්හැර දැමීමට බල කෙරෙයි,Sports,Football
වඩා හොඳ වැටුප් සහ ආරක්ෂාව ඉල්ලා විනිසුරුවන් වර්ජනය කරයි,Sports,Football
ඓතිහාසික පළමුවැන්න: යූ ටියුබ් හි ජාතික ලීගයේ සජීවී විකාශනය,Sports,Football
"ශ්‍රී ලංකාවේ පළමු ""හරිත තණතීරුව"" බවට පත්වීමට මහනුවර ක්‍රීඩාංගණය ප්ලාස්ටික් තහනම් කරයි",Sports,Football
ජාතික කණ්ඩායම පුහුණුව සඳහා GPS ලුහුබැඳීමේ කබා භාවිතා කරයි,Sports,Football
පාපන්දු සම්මේලනය 18 න් පහළ ක්‍රීඩිකාවන් සඳහා හෙඩින් අභ්‍යාස තහනම් කරයි,Sports,Football
යුද හමුදා ක්‍රීඩා සමාජය අවසන් කරයි ජනාධිපති කුසලාන ජයග්‍රහණයත් සමඟ දේශීය ත්‍රිත්ව ශූරතාවලිය,Sports,Football
සැක සහිත ඔට්ටු ඇල්ලීමේ රටා වලින් පසු තරඟ පාවාදීමේ පරීක්ෂණයක් ආරම්භ කෙරේ,Sports,Football
කොළඹ වීදි පාපන්දු ලීගයට තරුණ ක්‍රීඩිකාවන් 500 ක් ආකර්ෂණය වේ,Sports,Football
කුසලාන අවසන් තරඟයේදී ගෝල තාක්‍ෂණයේ අක්‍රමිකතාවයක් මතභේදයට තුඩු දෙයි,Sports,Football
2026 SAFF කාන්තා ශූරතාවලිය ශ්‍රී ලංකාව විසින් පැවැත්වීමට නියමිතය,Sports,Football
හිටපු පිරිමි එක්සත් ජනපද පුහුණුකරු දේශීය කළමනාකරුවන් සඳහා සායනයක් පවත්වයි,Sports,Football
"වාර්තා මාරුව: යාපනය වින්ගර් මැලේසියානු සමාජයට ඩොලර් 200,000 කට අලෙවි කරයි",Sports,Football
සුළි කුණාටු හානිය ජාතික ලීගය මධ්‍යම පළාතට ගෙන යාමට හේතු වේ,Sports,Football
රන් පරම්පරාව U-16 කණ්ඩායම ASEAN තරුණ තරඟාවලිය ජයග්‍රහණය කරයි,Sports,Football
මධ්‍යම තරඟය අතරතුර ගෝල රකින්නා තාප පහරින් මිය යයි,Sports,Football
පාපන්දු සම්මේලනයේ දූෂණ චෝදනා පිළිබඳ පාර්ලිමේන්තු විවාද,Sports,Football
ඓතිහාසික දිනුම් ඇදීමක්: ලෝක කුසලාන සුදුසුකම් ලැබීමේ තරඟයේදී ශ්‍රී ලංකාව වියට්නාමය 0-0 ලෙස අල්ලා ගනී,Sports,Football
මුස්ලිම් පාපන්දු ක්‍රීඩකයින් තුවාල නැවැත්වීමේදී රාමසාන් උපවාසය අත්හරියි,Sports,Football
"නව කට්ටල ගිවිසුමේ සාම්ප්‍රදායික ""දුම්බර"" රෙදි විවීම නිර්මාණය ඇතුළත් වේ",Sports,Football
ක්‍රීඩා ලෝලීන්ගේ විරෝධතාව හේතුවෙන් තණතීරු ආක්‍රමණය තරඟය නතර කරයි විනිසුරු තීරණය,Sports,Football
බාර්සිලෝනා තරුණ හුවමාරු වැඩසටහන සඳහා කොළඹ මුඩුක්කු ළමයින් තෝරා ගන්නා ලදී,Sports,Football
"ශ්‍රී ලංකාවේ ""වඩාත්ම දියුණු සාමාජික සංගමය"" සඳහා AFC සම්මාන",Sports,Football
පළමු වරට පිරිමි ප්‍රිමියර් ලීග් තරගාවලිය මෙහෙයවීමට කාන්තා විනිසුරුවන්,Sports,Football
ගංවතුර සහන පුණ්‍ය තරගයෙන් වින්දිතයින් සඳහා රුපියල් මිලියන 20 ක් රැස් කෙරේ,Sports,Football
චීන සමාගමක් පාපන්දු-විශේෂිත ක්‍රීඩාංගණය සඳහා ඩොලර් මිලියන 100 ක් යෝජනා කරයි,Sports,Football
ජනප්‍රිය ප්‍රහාරක කසුන් ජයසූරිය තාක්ෂණික අධ්‍යක්ෂවරයා ලෙස පත් කෙරේ,Sports,Football
පෙර නොවූ විරූ: අර්ධ අවසන් පූර්ව වටයට සුදුසුකම් ලැබූවන් 4 දෙනාම ගුටිබැට හුවමාරුව සඳහා නුසුදුස්සන් කෙරේ,Sports,Football
2026 ලෝක කුසලානය ආර්ජන්ටිනාව වෙනුවෙන් දිනා ගැනීමෙන් පසු මෙසී විශ්‍රාම ගැනීම නිවේදනය කරයි,Sports,Football
සවුදි අරාබිය යුරෝ මිලියන 400 Mbappé අත්සන් කරමින් මාරුවීමේ වාර්තාව බිඳ දමයි,Sports,Football
VAR අවුල් සහගත තත්ත්වය: මැන්චෙස්ටර් ඩර්බිහිදී ගෝල් 3ක් ප්‍රතික්ෂේප කිරීම,Sports,Football
කාන්තා ලෝක කුසලානය ඕස්ට්‍රේලියාවේ/NZ හි පැමිණීමේ වාර්තාවක් පිහිටුවයි,Sports,Football
EPL තරඟය අතරතුර දේශගුණික විරෝධතාකරුවන් ගෝල කණුවලට දම්වැල් දමයි,Sports,Football
ණය අර්බුදය මධ්‍යයේ බාර්සිලෝනාට ක්‍රීඩාංගණ නම් කිරීමේ අයිතිවාසිකම් විකිණීමට බල කෙරෙයි,Sports,Football
ජාතීන් 11 ක් තරඟ වදින අතර විවෘත 2038 ලෝක කුසලානය සඳහා FIFA ලංසු තැබීම,Sports,Football
ලන්දේසි එරිඩිවිසි හි රොබෝ රේඛා ක්‍රීඩකයින් පරීක්ෂාවට ලක් කෙරේ,Sports,Football
නේමාර් වසරකට ඩොලර් මිලියන 20 කට MLS පැත්තේ මියාමි FC සමඟ අත්සන් කරයි,Sports,Football
චැම්පියන්ස් ලීග් අවසන් මහා තරඟයේදී රසිකයා ක්‍රීඩාංගණයේ ක්‍රෂ් හිදී මිය යයි,Sports,Football
කටාර් යුරෝපීය පාපන්දු සමාජ අත්පත් කර ගැනීමේ උත්සවයේදී ඩොලර් බිලියන 10 ක් ආයෝජනය කරයි,Sports,Football
දිගු ගැටුම් මධ්‍යයේ යුක්රේනය යුරෝ සඳහා සුදුසුකම් ලබයි,Sports,Football
"AI-බලයෙන් ක්‍රියාත්මක වන ""ස්මාර්ට් බෝල්"" මංගල දර්ශනය බුන්ඩෙස්ලිගා",Sports,Football
ප්ලාස්ටික් රහිත ක්‍රීඩාංගණ මුලපිරීම ප්‍රිමියර් ලීගය පුරා පැතිරෙයි,Sports,Football
කෝපා ඇමරිකා කණ්ඩායම් අදියරෙන් ඉවත් වීමෙන් පසු බ්‍රසීලය පුහුණුකරු සේවයෙන් පහ කරයි,Sports,Football
ඔත්තු බැලීමේ ඩ්‍රෝන යානා උපුටා දක්වමින් උතුරු කොරියාව ලෝක කුසලාන සුදුසුකම් ලැබීමේ තරඟවලින් ඉවත් වේ,Sports,Football
ක්‍රිප්ටෝ මුදල් බිඳවැටීම මධ්‍යයේ රසික ටෝකන් වෙළඳාම අත්හිටුවන ලදී,Sports,Football
පිරිමි සීරී ඒ කණ්ඩායමේ කාන්තා පුහුණුකාරිනිය වගකීම භාර ගනී,Sports,Football
තුර්කියේ ක්‍රීඩාංගණයේ වහලය කඩා වැටීමෙන් කුණාටුව අතරතුර 12 දෙනෙකු මිය යයි,Sports,Football
බෙයර්න් පරාජයේදී ලෙවන්ඩොව්ස්කි සර්වකාලීන ලකුණු වාර්තාව බිඳ දමයි,Sports,Football
ලෝක කුසලාන නැවත පරීක්ෂණවලින් පසු මත්ද්‍රව්‍ය නාශක විරෝධී ඒජන්සිය ක්‍රීඩකයින් 23 දෙනෙකු තහනම් කරයි,Sports,Football
"අතථ්‍ය යථාර්ත විකාශන රසිකයින්ට මෙටාවර්ස් හරහා ක්‍රීඩා ""සහභාගී වීමට"" ඉඩ දෙයි",Sports,Football
දේශගුණික විපර්යාස මාලදිවයින ජාතික කණ්ඩායම නැවත ස්ථානගත කිරීමට බල කරයි,Sports,Football
චැම්පියන්ස් ලීග් ජයග්‍රහණයේදී හාලන්ඩ් ද්විත්ව හැට්ට්‍රික් එකක් ලබා ගනී,Sports,Football
යුරෝපෝල් රටවල් 40 ක් පුරා ඩොලර් බිලියන 1 ක තරඟ පාවාදීමේ වළල්ලක් සොයා ගනී,Sports,Football
ලන්ඩන් ක්‍රීඩාංගණ නැවතුම්පොළ යටතේ නිවාස නොමැති නිවාස විවෘත වේ,Sports,Football
රියල් මැඩ්රිඩ් පාවෙන පුහුණු පහසුකමක් ගොඩනඟයි ඩුබායි,Sports,Football
ඝානාවේ යෞවනයෙකු PSG වෙත වාර්තාගත ඩොලර් මිලියන 150 කට අලෙවි විය,Sports,Football
හොලිගන් හිංසනය මාර්ස් පෝලන්ත-රුසියා මිත්‍රශීලී,Sports,Football
ජර්මානු ජාතික කණ්ඩායම විසින් පරීක්ෂා කරන ලද AI පුහුණුකරු සහකාර,Sports,Football
ප්‍රිමියර් ලීගයේ නම් කරන ලද පළමු විවෘත සමලිංගික නායකයා,Sports,Football
තරු ආකර්ෂණය කර ගැනීම සඳහා සෞදි ප්‍රෝ ලීග් වැටුප් සීමාව අවලංගු කරන ලදී,Sports,Football
ඩ්‍රෝන් ප්‍රහාරය ඉරානය එදිරිව ඊශ්‍රායල සුදුසුකම් ලැබීම ප්‍රමාද කරයි,Sports,Football
ජෛවමිතික හැකින් බියෙන් පසු පැළඳිය හැකි තාක්ෂණය තහනම් කර ඇත,Sports,Football
FIFA නැවතුම්-ඔරලෝසු රීතිය සමඟ මිනිත්තු 70 ක තරඟ අනුමත කරයි,Sports,Football
2028 ඔලිම්පික් සුදුසුකම් ලැබීමේ තරඟ සඳහා තරඟ කිරීමට සරණාගත කණ්ඩායම,Sports,Football
කයිරෝ ඩර්බි හි ගෝලය සැමරීමේදී රසිකයා මිය යයි,Sports,Football
ආක්ටික් සර්කල් ක්‍රීඩාංගනය -30°C හි පළමු තරඟය පවත්වයි,Sports,Football
බ්ලොක්චේන් ඡන්දය ප්‍රකාශ කිරීම කණ්ඩායම් පෙළගැස්ම පිළිබඳ රසිකයින්ගේ අදහස් ලබා දෙයි,Sports,Football
රොනාල්ඩෝ මාර්ස් සිමියුලේෂන් අඩවියේ පාපන්දු ඇකඩමිය දියත් කරයි,Sports,Football
වසර 50 ක නොපැමිණීමෙන් පසු සැම්බියාව ලෝක කුසලානයට සුදුසුකම් ලබයි,Sports,Football
පහළ ලීග සඳහා සියලුම ආසන අවශ්‍යතාවය අහෝසි කර ඇත,Sports,Football
පිටිය රැකීම සඳහා ගැම්බියාව නුසුදුසුයි ක්‍රීඩකයා,Sports,Football
ස්කැන්ඩිනේවියාවේ සූර්ය බලයෙන් ක්‍රියාත්මක වන ක්‍රීඩාංගණ අනිවාර්ය වේ,Sports,Football
ඉතාලියේ තරඟය අතරතුර ජාතිවාදයට එරෙහි විරෝධතාකරුවන් කුණාටු සහිත ක්‍රීඩා පිටියක්,Sports,Football
එක් එක් ක්‍රීඩකයාගේ පාද සඳහා අභිරුචිකරණය කරන ලද ත්‍රිමාණ මුද්‍රිත ක්ලීට්,Sports,Football
ඇමරිකානු-කැනඩාව සමඟ 2030 ලෝක කුසලානය සම-සත්කාරකත්වය දරන මෙක්සිකෝව,Sports,Football
බුවනෝස් අයර්ස් හි පාපන්දු පුරාවෘත්ත ඩියාගෝ මැරඩෝනා ප්‍රතිමාව විනාශ කර ඇත,Sports,Football
කම්පන පර්යේෂණ හේතුවෙන් FIFA තහනමට ලක් වේ,Sports,Football
කොළඹ FC කණ්ඩායම ඓතිහාසික SAFF සමාජ ශූරතාව දිනා ගනී,Sports,Football
