token,tag
විගණකාධිපති,O
වාර්තා,O
සම්බන්ධයෙන්,O
සාකච්ඡා,O
කිරීමට,O
රජයේ,B-ORG
ගිණුම්,I-ORG
පිළිබඳ,I-ORG
කාරක,I-ORG
සභාව,I-ORG
(COPA),B-ORG
ගරු,O
පාර්ලිමේන්තු,O
මන්ත්‍රී,O
අරවින්ද,B-PER
සෙනරත්,I-PER
මහතාගේ,O
සභාපතිත්වයෙන්,O
පසුගියදා,O
(02),O
පාර්ලිමේන්තුවේදී,B-ORG
රැස්වූ,O
අවස්ථාවේදී,O
ය,O
මෙහිදී,O
විගණක‍ාධිපතිවරයා,O
පෙන්වා,O
දුන්නේ,O
මෙම,O
වාහන,O
බලපත්‍ර,O
නිකුත්,O
කිරීමේදී,O
මුදල්,B-EVENT
විශුද්ධිකරණයක්,I-EVENT
සිදුවී,O
තිබේදැයි,O
සැක,O
සහිත,O
බවයි,O
මේ,O
සම්බන්ධයෙන්,O
සිදුකර,O
තිබූ,O
පූර්ණ,O
ක්‍රියාවලිය,O
පරීක්ෂා,O
කිරීමේදී,O
මේ,O
බව,O
පෙනී,O
යන,O
බව,O
ඔහු,O
පෙන්වා,O
දුන්නේ,O
ය,O
මෙම,O
කාලසීමාව,O
තුළ,O
වාහන,O
බලපත්‍ර,O
1077ක්,O
නිකුත්,O
කර,O
තිබූ,O
බවත්,O
එයින්,O
බලපත්‍ර,O
77ක්,O
අවලංගුවී,O
තිබූ,O
බවත්,O
මෙහිදී,O
පෙන්වා,O
දුන්,O
විගණකාධිපතිවරයා,O
ප්‍රධාන,O
ආයතන,O
දෙකක්,O
බලපත්‍රලාභීන්,O
640ක්,O
සඳහා,O
පහසුකම්,O
සපයන,O
ආනයනකරු,O
ලෙස,O
කටයුතු,O
කර,O
ඇති,O
බව,O
කමිටුවට,O
අනාවරණය,O
කළේය,O
මේ,O
මගින්,O
බලපත්‍ර,O
නිකුත්කිරීමේ,B-EVENT
මුවාවෙන්,O
ව්‍යාපාරයක්,O
සිදුවී,O
ඇති,O
බව,O
පැහැදිලිවන,O
බව,O
ඒ,O
මහතා,O
අවධාරණය,O
කළේය,O
එසේම,O
2024,O
සැප්තැම්බර්,O
30,O
දක්වා,O
ආනයනය,O
කර,O
තිබූ,O
වාහන,O
921,O
ක්,O
සඳහා,O
සුඛෝපබෝගී,O
බදු,O
නිදහස්,O
සීමාව,O
රුපියල්,O
මිලියන,O
6,O
සිට,O
12,O
දක්වා,O
ඉහළ,O
දැමීම,O
හේතුවෙන්,O
රජයට,O
අහිමි,O
වූ,O
බදු,O
ආදායම,O
රු,O
බිලියන,O
2.42ක්,O
බවද,O
මෙහිදී,O
විගණකාධිපතිවරයා,O
පෙන්වා,O
දුන්නේය,O
අදාළ,O
කාල,O
සීමාවේ,O
විදේශගත,O
නොවූ,O
පුද්ගලයින්,O
හතරදෙනෙකු,O
(4),O
වෙනුවෙන්,O
ද,O
විද්‍යුත්,O
වාහන,O
බලපත්‍ර,O
නිකුත්,O
කර,O
ඇති,O
බවද,O
මෙහිදී,O
අනාවරණය,O
වූ,O
අතර,O
මීට,O
අදාළ,O
චක්‍රලේඛය,O
මගින්,O
විද්‍යුත්,O
වාහන,O
බලපත්‍ර,O
හිමිකම,O
ලැබීමට,O
විදේශ,O
ගතවී,O
සිටිය,O
යුතු,O
අවම,O
කාලසීමාවක්,O
නිශ්චය,O
කර,O
නොතිබීම,O
නිසා,O
දින,O
3,O
සිට,O
මාස,O
3,O
දක්වා,O
වූ,O
කෙටි,O
කාල,O
පරිච්ඡේද,O
තුළ,O
විදේශගතව,O
සිට,O
පැමිණි,O
පුද්ගලයින්ට,O
හා,O
කඩින්,O
කඩ,O
විදේශගතවූ,O
පුද්ගලයින්,O
සඳහාද,O
මෙම,O
යෝජනා,B-EVENT
ක්‍රමය,I-EVENT
යටතේ,O
බලපත්‍ර,O
ලබාදීමට,O
පෙර,O
පැවති,O
කම්කරු,B-ORG
හා,I-ORG
විදේශ,I-ORG
රැකියා,I-ORG
අමාත්‍යාංශය,I-ORG
කටයුතු,O
කර,O
ඇති,O
බව,O
මෙහිදී,O
අනාවරණය,O
විය,O
මේ,O
අනුව,O
කෝපා,B-ORG
කාරක,I-ORG
සභාවේ,I-ORG
සභාපතිවරයා,O
පෙන්වා,O
දුන්නේ,O
හිටපු,O
අමාත්‍යවරයාගේ,O
අවශ්‍යතාවය,O
මත,O
අමාත්‍යාංශයේ,B-ORG
හිටපු,O
ලේකම්වරයා,O
විසින්,O
මෙම,O
සියලු,O
අවිධිමත්,O
කටයුතු,O
සිදු,O
කර,O
දී,O
ඇති,O
බවයි,O
එසේම,O
මේ,O
හරහා‍,O
තමන්ගේ,O
තෝරාගත්,O
පිරිසකට,O
වරප්‍රසාද,O
සකසා,O
දීමක්,O
සිදු,O
කර,O
ඇති,O
බව,O
පෙනී,O
යන,O
බවද,O
හෙතෙම,O
මෙහිදී,O
පෙන්වා,O
දුන්නේය,O
තවද,O
පැමිණ,O
සිටි,O
නිලධාරියෙක්,O
මෙහිදී,O
පෙන්වා,O
දුන්නේ,O
රාජ්‍ය,O
සේවකයෙක්,O
ලෙස,O
සෘජුව,O
කටයුතු,O
කිරීමේ,O
නොහැකියාවක්,O
මෙම,O
යෝජනා,B-EVENT
ක්‍රමයට,I-EVENT
අනුබද්ධව,O
සේවය,O
කිරීමේදී,O
ඇති,O
වූ,O
බවත්,O
මේ,O
හේතුවෙන්,O
තමන්,O
සේවා,O
මාරුවක්,O
ලබාගත්,O
බවත්ය,O
මේ,O
අනුව,O
මේ,O
සම්බන්ධයෙන්,O
අභ්‍යන්තර,B-EVENT
පරීක්ෂණයක්,I-EVENT
පවත්වා,O
මාසයක්,O
ඇතුළත,O
වාර්තාවක්,O
ලබා,O
දෙන,O
ලෙස,O
සහ,O
මීට,O
අදාළ,O
අක්‍රමිකතාවලට,O
සම්බන්ධ,O
නිලධාරීන්,O
වෙනුවෙන්,O
විනය,B-EVENT
ක්‍රියාමාර්ග,I-EVENT
ගන්නා,O
ලෙස,O
කෝපා,B-ORG
කමිටුව,I-ORG
නිර්දේශ,O
කළේය,O
මෙම,O
රැස්වීම,B-EVENT
සඳහා,O
කාරක,O
සභා,O
සාමාජික,O
ගරු,O
නියෝජ්‍ය,O
අමාත්‍යවරුන්,O
වන,O
මේජර්,B-PER
‍ජෙනරාල්,I-PER
(විශ්‍රාමික),O
අරුණ,B-PER
ජයසේකර,I-PER
නලීන්,B-PER
හේවගේ,I-PER
සුගත්,B-PER
තිලකරත්න,I-PER
කාරක,O
සභා,O
සාමාජික,O
ගරු,O
මන්ත්‍රීවරයන්,O
වන,O
කබීර්,B-PER
හෂීම්,I-PER
(ආචාර්ය),O
එම්.,B-PER
එල්.,I-PER
ඒ.,I-PER
එම්.,I-PER
හිස්බුල්ලාහ්,I-PER
චන්දන,B-PER
සූරියආරච්චි,I-PER
නීතිඥ,O
සාගරිකා,B-PER
අතාවුද,I-PER
ඔෂානි,B-PER
උමංගා,I-PER
දිනිඳු,B-PER
සමන්,I-PER
හෙන්නායක,I-PER
ටී.කේ.,B-PER
ජයසුන්දර,I-PER
මංජුල,B-PER
සුරවීර,I-PER
ආරච්චි,I-PER
රුවන්තිලක,B-PER
ජයකොඩි,I-PER
සහ,O
ලාල්,B-PER
ප්‍රේමනාත්,I-PER
යන,O
මහත්ම,O
මහත්මීන්,O
ඇතුළු,O
රාජ්‍ය,O
නිලධාරීහු,O
පිරිසක්,O
සහභාගී,O
වී,O
සිටියහ,O
රක්ෂිත,O
බන්ධනාගාරගත,O
කර,O
සිටි,O
අන්තර්,B-ORG
විශ්වවිද්‍යාලයීය,I-ORG
ශිෂ්‍ය,I-ORG
බල,I-ORG
මණ්ඩලයේ,I-ORG
කැඳවුම්කරු,O
මධුෂාන්,B-PER
චන්ද්‍රජිත්,I-PER
සහ,O
සම,B-ORG
සෞඛ්‍ය,I-ORG
විද්‍යා,I-ORG
උපාධිධාරී,I-ORG
එකමුතුවේ,I-ORG
ලේකම්වරයා,O
ඇප,O
මත,O
මුදා,O
හැර,O
තිබේ,O
ඒ,O
ඔවුන්,O
අද,O
මාළිඟාකන්ද,B-ORG
මහේස්ත්‍රාත්,I-ORG
අධිකරණයට,I-ORG
ඉදිරිපත්,O
කළ,O
අවස්ථාවේදී,O
ය,O
රුපියල්,O
ලක්ෂ,O
10,O
බැගින්,O
වූ,O
ශරීර,O
ඇප,O
දෙකක්,O
මත,O
ඔවුන්,O
මුදා,O
හැරීමට,O
නියෝග,O
කෙරිණ,O
පසුගිය,O
මාර්තු,O
28,O
වැනිදා,O
ඔවුන්,O
අත්අඩංගුවට,O
ගනු,O
ලැබුවේ,O
අධිකරණ,O
නියෝග,O
කඩ,O
කරමින්,O
සෞඛ්‍ය,B-ORG
අමාත්‍යංශය,I-ORG
ඉදිරිපිට,O
සත්‍යග්‍රයක,B-EVENT
නිරත,O
වීම,O
හේතුවෙන්,O
ය,O
අධ්‍යාපනය,O
පෞද්ගලීකරණය,O
කරන,O
බවට,O
චෝදනා,O
කරමින්,O
පේරාදෙණිය,B-ORG
විශ්වවිද්‍යාලයේ,I-ORG
සම,B-ORG
සෞඛ්‍ය,I-ORG
විද්‍යා,I-ORG
පීඨ,I-ORG
සිසුන්,O
එලෙස,O
සත්‍යග්‍රහයේ,B-EVENT
නිරත,O
විය,O
පළාත්,B-EVENT
පාලන,I-EVENT
ඡන්ද,I-EVENT
විමසීම,I-EVENT
සඳහා,O
ඉදිරිපත්,O
කළ,O
නාම,O
යෝජනා,O
ප්‍රතික්ෂේප,O
කිරීමට,O
එරෙහිව,O
ගොනු,O
කළ,O
රීට්,B-EVENT
පෙත්සම්,I-EVENT
53,O
ක්,O
සහ,O
මූලික,O
අයිතිවාසිකම්,O
පෙත්සම්,O
6,O
ක්,O
නිශ්ප්‍රභ,O
කිරීමට,O
ශ්‍රේෂ්ඨාධිකරණය,B-ORG
අද,O
නියෝග,O
කළේ,O
ය,O
ඒ,O
නීතිපතිවරයා,O
විසින්,O
ඉදිරිපත්,O
කර,O
තිබූ,O
මූලික,O
විරෝධතා,O
සැළකිල්ලට,O
ගනිමින්,O
ය,O
නීතිපතිවරයා,O
වෙනුවෙන්,O
පෙනී,O
සිටි,O
නියෝජ්‍ය,O
සොලිස්ටර්,O
ජනරාල්,O
කණිෂ්කා,B-PER
ද,I-PER
සිල්වා,I-PER
මහත්මිය,O
සඳහන්,O
කළේ,O
පළාත්,B-EVENT
පාලන,I-EVENT
පනතේ,I-EVENT
විධි,O
විධාන,O
වලට,O
අනුකූලව,O
පළාත්,B-EVENT
පාලන,I-EVENT
ඡන්ද,I-EVENT
විමසීමක,I-EVENT
නාමයෝජනා,O
පත්‍ර,O
ප්‍රතික්ෂේප,O
වීමක්,O
හෝ,O
තේරීම්,O
භාර,O
නිලධාරී,O
විසින්,O
ඉටු,O
කරනු,O
ලබන,O
කටයුත්තක්,O
සම්බන්ධයෙන්,O
ශ්‍රේෂ්ඨාධිකරණය,B-ORG
හමුවේ,O
රීට්,B-EVENT
පෙත්සම්,I-EVENT
ඉදිරිපත්,O
කිරීමට,O
හැකියාවක්,O
නොමැති,O
බවයි,O
එවැනි,O
රීට්,B-EVENT
පෙත්සම්,I-EVENT
අභියෝගයට,O
ලක්,O
කළ,O
හැක්කේ,O
අභියාචනාධිකරණය,B-ORG
හමුවේ,O
බැවින්,O
එම,O
පෙත්සම්,O
විභාග,O
කිරීමට,O
ශ්‍රේෂ්ඨාධිකරණයට,B-ORG
බලයක්,O
නොමැති,O
බව,O
ඇය,O
පෙන්වා,O
දුන්නා,O
ය,O
අදාළ,O
නියෝගය,O
ප්‍රකාශයට,O
පත්,O
කළේ,O
ශ්‍රේෂ්ඨාධිකරණ,B-ORG
විනිසුරුවරුන්,I-ORG
වන,O
එස්,B-PER
තුරෛයිරාජා,I-PER
මහින්ද,B-PER
සමයවර්ධන,I-PER
සහ,O
සම්පත්,B-PER
අබේකෝන්,I-PER
යන,O
විනිසුරු,O
මඬුල්ල,O
විසින්,O
ය,O
ජන,B-ORG
අරගල,I-ORG
සංවිධානය,I-ORG
ස්වාධීන,O
කණ්ඩායම්,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
මුස්ලිම්,I-ORG
ක්‍රොංගසය,I-ORG
සහ,O
ඉලංගෛයි,B-ORG
තමිල්,I-ORG
අරසු,I-ORG
ඇතුළු,O
මෙවර,O
පළාත්,B-EVENT
පාලන,I-EVENT
මැතිවරණයට,I-EVENT
ඉදිරිපත්ව,O
සිටින,O
තවත්,O
පක්ෂ,O
සහ,O
ස්වාධීන,O
කණ්ඩායම්,O
කිහිපයක්,O
පෙත්සම්,O
ගොනු,O
කර,O
තිබුණි,O
එහි,O
වගඋත්තරකරුවන්,O
ලෙස,O
නම්,O
කර,O
ඇත්තේ,O
මැතිවරණ,B-ORG
කොමිසම,I-ORG
ඇතුළු,O
පිරිසකි,O
අමෙරිකානු,B-LOC
ජනාධිපති,O
ඩොන්ල්ඩ්,B-PER
ට්‍රම්ප්,I-PER
පැනවූ,O
තීරු,O
බදු,O
පිළිබඳ,O
අධ්‍යයනය,O
කිරීමට,O
පත්,O
කළ,O
කමිටුව,O
අද(04),O
රැස්වීමට,O
නියමිතය,O
අමාත්‍ය,O
මහාචාර්ය,O
අනිල්,B-PER
ජයත්න,I-PER
මහතා,O
සඳහන්,O
කළේ,O
එම,O
තීරු,O
බදු,O
ප්‍රතිපත්තියෙන්,O
මෙරට,B-LOC
ආර්ථිකයට,O
සිදුවිය,O
හැකි,O
බලපෑම,O
හා,O
ඒ,O
සඳහා,O
ගත,O
යුතු,O
ක්‍රියාමාර්ග,O
පිළිබඳ,O
කමිටුව,O
සාකච්ඡා,O
කිරීමට,O
නියමිත,O
බවයි,O
කමිටු,O
සාමාජිකයින්,O
ඊයේ(03),O
පස්වරුවේ,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායකද,I-PER
මහතා,O
ද,O
හමුවිය,O
මහාචාර්ය,O
අනිල්,B-PER
ජයන්ත,I-PER
ප්‍රනාන්දු,I-PER
මහතා,O
ප්‍රකාශ,O
කළේ,O
අද(04),O
දිනයේදි,O
කමිටුවේ,O
උපදෙස්,O
ජනාධිපතිවරයාට,O
බොහෝ,O
විට,O
දැනුම්,O
දෙනු,O
ඇති,O
බවයි,O
ඉන්,O
පසු,O
ඉදිරි,O
පියවර,O
ගනු,O
ඇති,O
මුදල්,B-ORG
අමාත්‍යාංශයේ,I-ORG
ලේකම්,O
මහබැංකු,B-ORG
අධිපති,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
ආයෝජන,I-ORG
මණ්ඩලයේ,I-ORG
සභාපති,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
අපනයන,I-ORG
සංවර්ධන,I-ORG
මණ්ඩලයේ,I-ORG
සභාපති,O
විදේශ,B-ORG
අමාත්‍යාංශයේ,I-ORG
ආර්ථික,O
කටයුතු,O
පිළිබඳ,O
අධ්‍යක්ෂ,O
ජනරාල්,O
යන,O
නිලධාරීන්,O
කමිටුවට,O
ඇතුළත්,O
වේ,O
ජනාධිපති,O
ජ්‍යෙෂ්ඨ,O
ආර්ථික,O
උපදේශක,O
දුමින්ද,B-PER
හුලංගමුව,I-PER
ශ්‍රී,B-ORG
ලංකා,I-ORG
වාණිජ,I-ORG
මණ්ඩලයේ,I-ORG
ප්‍රධාන,O
ආර්ථික,O
ප්‍රතිපත්ති,O
උපදේශක,O
ශිරාන්,B-PER
ප්‍රනාන්දු,I-PER
සහ,O
අෂ්රොෆ්,B-PER
ඔමාර්,I-PER
ෂෙරාඩ්,B-PER
අමලීන්,I-PER
සයිෆ්,B-PER
ජැෆර්ජී,I-PER
යන,O
මහත්වරුන්,O
කමිටුවේ,O
සෙසු,O
සාමාජිකයින්,O
වේ,O
ඇමරිකානු,B-LOC
ජනාධිපති,O
ඩොනල්ඩ්,B-PER
ට්‍රම්ප්,I-PER
සිය,O
මැතිවරණ,O
පොරොන්දුවක්,O
අනුව,O
ක්‍රියාත්මක,O
වෙමින්,O
ලොව,O
සියලුම,O
රටවලින්,O
ඇමරිකාවට,B-LOC
ගෙන්වන,O
භාණ්ඩ,O
සදහා,O
තීරුබදු,B-EVENT
පැනවීමේ,I-EVENT
විධායක,I-EVENT
නියෝගයකට,I-EVENT
අත්සන්,O
කළේ,O
ය,O
එම,O
විධායක,O
නියෝගයට,O
අනුව,O
අප්‍රේල්,O
මස,O
05,O
වැනිදා,O
සිට,O
ලොව,O
සෑම,O
රටකින්ම,O
අමෙරිකාවට,B-LOC
ගෙන්වන,O
භාණ්ඩ,O
සදහා,O
10%ක,O
තීරු,O
ගාස්තුවක්,O
පැනවේ,O
ඊට,O
අමතරව,O
අප්‍රේල්,O
9,O
වැනිදා,O
සිට,O
ක්‍රියාත්මක,O
වන,O
පරිදි,O
රටවල්,O
25,O
කට,O
වැඩි,O
සංඛ්‍යාවකට,O
සියයට,O
20,O
ත්,O
50ත්,O
අතර,O
ප්‍රමාණයකින්,O
තීරු,O
බදු,O
පැනවීමට,O
නියමිතයි,O
අමෙරිකානු,B-LOC
ජනාධිපතිවරයාගේ,O
නව,O
විධායක,O
නියෝගයට,O
අනුව,O
ඇමරිකාව,B-LOC
ශ්‍රී,B-LOC
ලංකාවෙන්,I-LOC
ගෙන්වන,O
භාණ්ඩ,O
සදහා,O
44%ක,O
තීරු,O
බද්දක්,O
පැනවෙනු,O
ඇති,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍ය,O
නරේන්ද්‍ර,B-PER
මෝදි,I-PER
මහතා,O
තුන්දින,O
නිල,B-EVENT
සංචාරයක්,I-EVENT
සඳහා,O
අද(04),O
රාත්‍රියේ,O
දිවයිනට,B-LOC
පැමිණීමට,O
නියමිතයි,O
ඉන්දිය,B-LOC
අග්‍රාමාත්‍යවරයා,O
පිළිගැනීමේ,B-EVENT
නිල,I-EVENT
උත්සවය,I-EVENT
පැවැත්වෙන්නේ,O
හෙට(05),O
පෙරවරුවේදීය,O
නිදහස්,B-LOC
චතුරශ්‍රෙය්දී,I-LOC
එම,O
උත්සවය,B-EVENT
සංවිධාන,O
කර,O
තිබේ,O
ඉන්දිය,B-LOC
අග්‍රාමාත්‍යවරයා,O
මෙම,O
සංචාරයේදි,B-EVENT
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතා,O
සමග,O
ද්වීපාර්ශවීය,B-EVENT
සාකච්ඡා,I-EVENT
පැවැත්වීමටද,O
නියමිතයි,O
එහිදි,O
දෙරට,O
අතර,O
ගිවිසුම්,B-EVENT
කිහිපයකටද,I-EVENT
අත්සන්,O
තබනු,O
ඇති,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයා,O
මෙම,O
සංචාරයේදී,B-EVENT
අනුරාධපුර,B-LOC
ජය,I-LOC
ශ්‍රි,I-LOC
මහා,I-LOC
බෝධිය,I-LOC
වැඳ,O
පුදා,O
ගැනීමට,O
ද,O
නියමිතයි,O
සාම්පූර්හී,B-LOC
ඉදි,O
කෙරෙන,O
සූර්ය,B-EVENT
විදුලි,I-EVENT
බලාගාරය,I-EVENT
සඳහා,O
මෙන්ම,O
ඉන්දීය,B-LOC
ආධාර,O
යටතේ,O
මහව,B-LOC
සිට,O
අනුරාධපුර,B-LOC
දක්වා,O
ඉදි,O
කෙරෙන,O
දුම්රිය,O
සංඥා,O
පද්ධතියේ,O
වැඩ,B-EVENT
ආරම්භ,I-EVENT
කිරීම,I-EVENT
ද,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයාගේ,O
මූලිකත්වයෙන්,O
සිදු,O
කිරීමට,O
සැලසුම්,O
කර,O
ඇතැයි,O
රජය,B-ORG
පවසයි,O
මේ,O
අතර,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයාගේ,O
සංචාරය,B-EVENT
හේතුවෙන්,O
විශේෂ,O
රථවාහන,O
හා,O
ආරක්ෂක,O
සැලැස්මක්,O
ක්‍රියාත්මක,O
බව,O
පොලිස්,B-ORG
මාධ්‍ය,I-ORG
ප්‍රකාශක,O
ජ්‍යෙෂ්ඨ,O
පොලිස්,O
අධිකාරි,O
බුද්ධික,B-PER
මනතුංග,I-PER
මහතා,O
සඳහන්,O
කළේ,O
ය,O
හික්කඩුව,B-LOC
කුමාරකන්ද,B-LOC
ප්‍රදේශයේදී,O
වෙඩි,B-EVENT
තබා,I-EVENT
ව්‍යාපාරිකයෙකු,O
ඝාතනය,B-EVENT
කළ,O
සැකකරුවන්,O
අත්අඩංගුවට,O
ගැනීම,O
සඳහා,O
කණ්ඩායම්,O
04ක්,O
විමර්ශන,B-EVENT
ආරම්භ,O
කළ,O
බව,O
පොලීසිය,B-ORG
පවසයි,O
ඊයේ(03),O
රාත්‍රි,O
යතුරුපැදියකින්,O
පැමිණි,O
දෙදෙනෙකු,O
කළ,O
එම,O
වෙඩි,B-EVENT
තැබීමෙන්,I-EVENT
54,O
හැවිරිදි,O
ව්‍යාපාරිකයාගේ,O
බිරිඳ,O
ද,O
තුවාල,O
ලැබුවාය,O
පොලීසිය,B-ORG
පැවසුවේ,O
ඇය,O
මේ,O
වනවිට,O
කරාපිටිය,B-ORG
ශික්ෂණ,I-ORG
රෝහලේ,I-ORG
ප්‍රතිකාර,O
ලබන,O
බවයි,O
වෙඩි,B-EVENT
ප්‍රහාරයට,I-EVENT
ලක්වූයේ,O
රෙදිපිළි,O
අලෙවිසැළක්,O
පවත්වාගෙන,O
ගිය,O
පුද්ගලයෙක්,O
හා,O
ඔහුගේ,O
බිරිඳයි,O
ඝාතනයට,B-EVENT
ලක්වූයේ,O
61,O
හැවිරිදි,O
පුද්ගලයෙකි,O
ඔවුන්,O
තම,O
වෙළඳ,O
සැල,O
අසල,O
සිටියදී,O
වෙඩි,B-EVENT
තැබීම,I-EVENT
සිදු,O
කර,O
තිබේ,O
අලුත්,B-EVENT
සහල්,I-EVENT
මංගල්‍යය,I-EVENT
අද(04),O
පෙරවරුවේ,O
අනුරාධපුර,B-LOC
ජය,I-LOC
ශ්‍රි,I-LOC
මහා,I-LOC
බෝධිය,I-LOC
අභියසදී,O
පැවැත්වීමට,O
නියමිතයි,O
ඒ,O
ජනාධිපති,O
අනුර,B-PER
කුමාර,I-PER
දිසානායක,I-PER
මහතාගේ,O
ප්‍රධානත්වයෙනි,O
58,O
වැනි,O
වරට,O
පැවැත්වෙන,O
මෙවර,O
අලුත්,B-EVENT
සහල්,I-EVENT
මංගල්‍යෙය්,I-EVENT
තේමාව,O
'අහරින්,O
සුරක්ෂිත,O
දැයක්,O
උදෙසා,O
එක,O
මිටට,O
ගොවි,O
බිමට',O
යන්නයි,O
ශ්‍රී,B-EVENT
දළදා,I-EVENT
ප්‍රදර්ශනය,I-EVENT
දැක,O
බලා,O
ගැනීම,O
සඳහා,O
මහනුවරට,B-LOC
යන,O
සැදැවතුන්,O
වෙනුවෙන්,O
ලබන,O
18,O
වැනිදා,O
සිට,O
විශේෂ,O
ප්‍රවාහන,O
පහසුකම්,O
සපයන,O
බව,O
ශ්‍රී,B-ORG
ලංකා,I-ORG
ගමනාගමන,I-ORG
මණ්ඩලය,I-ORG
පවසයි,O
එහි,O
නියෝජ්‍ය,O
සාමාන්‍යාධීකාරී,O
පී.,B-PER
එස්.,I-PER
ආර්.ටී.,I-PER
චන්ද්‍රසිරි,I-PER
මහතා,O
සඳහන්,O
කළේ,O
ලබන,O
28,O
වැනිදා,O
දක්වා,O
එම,O
ප්‍රවාහන,O
සේවා,O
ක්‍රියාත්මක,O
බවයි,O
ඒ,O
අනුව,O
දිවයිනේ,B-LOC
සෑම,O
ප්‍රධාන,O
නගරයකම,O
සිට,O
මහනුවර,B-LOC
දක්වා,O
විශේෂ,O
ලංගම,B-ORG
බස්,O
සේවා,O
ක්‍රියාත්මක,O
වනු,O
ඇත,O
දළදා,B-EVENT
දැක්ම,I-EVENT
පැවැත්වෙන,O
කාල,O
සීමාවේදී,O
පෞද්ගලික,O
වාහනවල,O
යන,O
පිරිස්,O
දළදා,B-LOC
මාළිගාව,I-LOC
සමීපයට,O
රැගෙන,O
යාම,O
සඳහා,O
මහනුවර,B-LOC
ස්ථාන,O
4ක,O
සිට,O
වටරවුම්,O
බස්,O
සේවාවක්,O
ද,O
ක්‍රියාත්මක,O
කිරීමට,O
තීරණය,O
කර,O
ඇති,O
බව,O
පී.,B-PER
එස්.,I-PER
ආර්.,I-PER
ටී.,I-PER
චන්ද්‍රසිරි,I-PER
මහතා,O
ප්‍රකාශ,O
කළේ,O
ය,O
ලබන,O
18,O
වැනිදා,O
පස්වරු,O
3.30,O
ට,O
ආරම්භ,O
වන,O
දළදා,B-EVENT
දැක්ම,I-EVENT
එදින,O
පස්වරු,O
5.30,O
දක්වා,O
පැවැත්වේ,O
අනතුරුව,O
19,O
වැනිදා,O
සිට,O
28,O
වැනිදා,O
දක්වා,O
දහවල්,O
12.00,O
සිට,O
පස්වරු,O
5.30,O
දක්වා,O
දළදා,B-EVENT
දැක්ම,I-EVENT
පැවැත්වෙනු,O
ඇති,O
පළාත්,B-EVENT
පාලන,I-EVENT
මැතිවරණ,I-EVENT
පනත,I-EVENT
හා,O
මැතිවරණ,B-EVENT
වියදම්,I-EVENT
නියාමන,I-EVENT
පනත,I-EVENT
පිළිබඳ,O
පොලිස්,O
නිලධාරීන්,O
දැනුවත්,O
කිරිමේ,O
වැඩපිළිවෙළක්,O
ආරම්භ,O
කර,O
තිබේ,O
මැතිවරණ,O
කොමසාරිස්,O
ජෙනරාල්,O
සමන්,B-PER
ශ්‍රී,I-PER
රත්නායක,I-PER
මහතා,O
සඳහන්,O
කළේ,O
දිස්ත්‍රික්,O
මට්ටිමින්,O
එම,O
දැනුවත්,O
කිරීම්,O
සිදු,O
කරන,O
බවයි,O
මේ,O
යටතේ,O
මැතිවරණ,B-EVENT
ආරවුල්,I-EVENT
නිරාකරණය,I-EVENT
සම්බන්ධයෙන්,O
ද,O
පොලිස්,O
නිලධාරීන්,O
දැනුවත්,O
කෙරෙනු,O
ඇති,O
ඒ,O
සඳහා,O
පොලිස්,B-ORG
දෙපාර්තමේන්තුවේ,I-ORG
ජ්‍යේෂ්ඨ,O
නිලධාරීන්,O
ද,O
සහභාගි,O
වන,O
බව,O
ඔහු,O
ප්‍රකාශ,O
කළේ,O
ය,O
සමන්,B-PER
ශ්‍රී,I-PER
රත්නායක,I-PER
මහතා,O
පැවසුවේ,O
බදුල්ල,B-LOC
නුවරඑළිය,B-LOC
මහනුවර,B-LOC
ඇතුළු,O
දිස්ත්‍රික්ක,O
කිහිපයක,O
පොලිස්,O
ස්ථානාධිපතිවරුන්,O
ඒ,O
සම්බන්ධයෙන්,O
දැනුවත්,O
කර,O
ඇති,O
අතර,O
අද(04),O
දිනයේ,O
රත්නපුර,B-LOC
දිස්ත්‍රික්කයේ,O
පොලිස්,O
නිලධාරීන්,O
දැනුවත්,O
කරන,O
බවයි,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍ය,O
නරේන්ද්‍ර,B-PER
මෝදි,I-PER
මහතා,O
මීට,O
ටික,O
වේලාවකට,O
පෙර,O
තුන්දින,B-EVENT
නිල,I-EVENT
සංචාරයක්,I-EVENT
සඳහා,O
කටුනායක,B-LOC
ජාත්‍යන්තර,I-LOC
ගුවන්,I-LOC
තොටුපොළෙන්,I-LOC
දිවයිනට,B-LOC
පැමිණියේය,O
ඉන්දීය,B-LOC
අග්‍රාමාත්‍යවරයා,O
මෙරටට,B-LOC
පැමිණෙන්නේ,O
තායිලන්තයේ,B-LOC
පැවති,O
බිම්ස්ටෙක්,B-EVENT
නායක,I-EVENT
