title,category,sub category
ඩැෆ්ට් පන්ක් හියුමන් ඇෆ්ටර් ඕල් අවසාන ඇල්බමය සඳහා නැවත එක්වෙයි,CultureAndEntertainment,MusicAndArts
බයිලා පුරාවෘත්තය ඩෙස්මන්ඩ් ද සිල්වා  දී අවසන් ඇල්බමය නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
කොළඹ වීදි කලා උළෙල ස්ලේව් අයිලන්ඩ් බිත්ති පරිවර්තනය කරයි,CultureAndEntertainment,MusicAndArts
ජාතික භූගෝලීය වාර්තා චිත්රපටයේ ඇතුළත් මහනුවර පෙරහැර,CultureAndEntertainment,MusicAndArts
මෝසම් ගෝස්ට්ස් නවකතාව පොදුරාජ්ය මණ්ඩලීය පොත් ත්යාගය දිනා ගනී,CultureAndEntertainment,MusicAndArts
ගායිකා යොහානි ද සිල්වා ලෝක සංචාරය නිවේදනය කරයි,CultureAndEntertainment,MusicAndArts
ගාලු සාහිත්ය උළෙල නොබෙල් ත්යාගලාභී මාග්රට් ඇට්වුඩ්ට සහභාගී වේ,CultureAndEntertainment,MusicAndArts
යුනෙස්කෝ උරුම ලැයිස්තුවෙන් පිළිගත් සාම්ප්රදායික බෙර වාදනය,CultureAndEntertainment,MusicAndArts
කලාකාරිනී අනෝමා විජේවර්ධනගේ දේශගුණික විරෝධතා ස්ථාපනය වෛරස් වේ,CultureAndEntertainment,MusicAndArts
රැප් ජැෆ්නා තරඟය දෙමළ තරුණ හඬට බලය ලබා දෙයි,CultureAndEntertainment,MusicAndArts
පුරාණ ශිල්පීය ක්රම භාවිතයෙන් බෞද්ධ විහාරස්ථාන බිතුසිතුවම් ප්රතිසංස්කරණය කර ඇත,CultureAndEntertainment,MusicAndArts
ජෑස් උත්සවයේ සිංහල පද රචනා සහ සැක්සෆෝන් විලයනය ඇතුළත් වේ,CultureAndEntertainment,MusicAndArts
කවියාගේ එකතුව දැවෙන අකුරු දේශපාලන අන්තර්ගතය සඳහා තහනම් කර ඇත,CultureAndEntertainment,MusicAndArts
කෆ්රිංගා ජන සංගීත පුනර්ජීවනය දකුණු වෙරළ තීරය පුරා පැතිර යයි,CultureAndEntertainment,MusicAndArts
ඡායාරූප පොත යුද්ධයේ දෝංකාර ලේඛන උතුරු සංහිඳියාව,CultureAndEntertainment,MusicAndArts
පුරාවෘත්ත සංගීත කණ්ඩායම ජිප්සීස් පුණ්ය ප්රසංගය සඳහා නැවත එක්වෙයි,CultureAndEntertainment,MusicAndArts
සාම්ප්රදායික වෙස් මුහුණු කෞතුකාගාරය අම්බලන්ගොඩ දී විවෘත වේ,CultureAndEntertainment,MusicAndArts
සිංහල රොක් සංගීත කණ්ඩායම පරසතු විරෝධතා ඇල්බමය නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
කොළඹ කලා බයිනාලය ගෝලීය භාරකරුවන් ආකර්ෂණය කරයි,CultureAndEntertainment,MusicAndArts
නවකතාකරු ෂෙහාන් කරුණාතිලක දෙවන බුකර් නාමයෝජනා දිනා ගනී,CultureAndEntertainment,MusicAndArts
මහජන ප්රවේශය සඳහා ඩිජිටල් කරන ලද පුරාණ ඕලා කොළ අත්පිටපත්,CultureAndEntertainment,MusicAndArts
බයිලාරැප් ෆියුෂන් සති  ක් සඳහා දේශීය ප්රස්ථාරවල ඉහළින්ම සිටී,CultureAndEntertainment,MusicAndArts
ලන්දේසි කොටුව සමකාලීන මූර්ති ප්රදර්ශනයක් පවත්වයි,CultureAndEntertainment,MusicAndArts
නිව් යෝර්ක් සංස්කෘතික උළෙලේදී සාම්ප්රදායික රූකඩ රංගනය සිදු කෙරේ,CultureAndEntertainment,MusicAndArts
කලා බස් ව්යාපෘතිය ග්රාමීය පාසල් වෙත වැඩමුළු ගෙන එයි,CultureAndEntertainment,MusicAndArts
චිත්ර ශිල්පියා සර්රියල් මහනුවර භූ දර්ශන හරහා වසංගත ජීවිතය නිරූපණය කරයි,CultureAndEntertainment,MusicAndArts
පළමු ශ්රී ලාංකික රෙගේ උත්සවය මීගමුවේ දියත් කරන ලදී,CultureAndEntertainment,MusicAndArts
සම්භාව්ය සිතාර් ප්රසංගය පැමිණීමේ වාර්තා බිඳ දමයි,CultureAndEntertainment,MusicAndArts
ලී කැටයම් ප්රදර්ශනය සංකීර්ණ දේවාල කලාව ප්රදර්ශනය කරයි,CultureAndEntertainment,MusicAndArts
හිප්හොප් සාමූහික කොළඹ වීදි ගෝලීය ගනුදෙනුවක් අත්සන් කරයි,CultureAndEntertainment,MusicAndArts
බෞද්ධ ගායනා ඇල්බමය ලෝක සංගීත ප්රස්ථාරවල ඉහළින්ම සිටී,CultureAndEntertainment,MusicAndArts
ග්රැෆිටි කලාකරු ඩෙමෝ සමාජ අසමානතාවයට මුහුණ දෙයි බිතුසිතුවම්,CultureAndEntertainment,MusicAndArts
ඓතිහාසික නවකතාවක් වන කුරුඳු මුහුද වැඩියෙන්ම අලෙවි වන ලැයිස්තුවේ ඉහළින්ම සිටී,CultureAndEntertainment,MusicAndArts
නිදහස් දින ප්රසංගයේ බෙර වාද්ය වෘන්දය ක් ඇතුළත් වේ,CultureAndEntertainment,MusicAndArts
කුරුණෑගලදී නැවත පණ ගැන්වූ සාම්ප්රදායික පිත්තල තූර්ය වාදක තරඟාවලිය,CultureAndEntertainment,MusicAndArts
කණ්ඩායම වයිබ්ස් සංගීත යෙදුමේ දේශීය ඉන්ඩි කලාකරුවන් ඇතුළත් වේ,CultureAndEntertainment,MusicAndArts
ලෝකයේ සංචාරය කරන සාගර ප්ලාස්ටික් වලින් සාදන ලද පරිසර කලා ස්ථාපනය,CultureAndEntertainment,MusicAndArts
බලධාරීන් විසින් වසා දැමූ කවියාගේ ප්රකෝපකාරී කියවීම,CultureAndEntertainment,MusicAndArts
ලංකා ලිට් ෆෙස්ට් පශ්චාත් යටත් විජිත සාහිත්ය විවාද,CultureAndEntertainment,MusicAndArts
ගායක ඉන්ද්රචාප ලියනගේ මානසික සෞඛ්ය පදනම දියත් කරයි,CultureAndEntertainment,MusicAndArts
ජාතික කෞතුකාගාරයේ බතික් මාස්ටර් ප්රදර්ශනය විවෘත වේ,CultureAndEntertainment,MusicAndArts
ළමා ගායන ඇල්බමයේ වඳවීමේ තර්ජනයට ලක්ව ඇති සත්ව ශබ්ද ඇතුළත් වේ,CultureAndEntertainment,MusicAndArts
ගිටාර් මාස්ටර් නුවන් ගුණවර්ධන සංගීත භාණ්ඩ  නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
වසර කට පසු නැවත පණ ගැන්වූ කුවේනි නර්තන නාට්යය,CultureAndEntertainment,MusicAndArts
කොළඹේ නීත්යානුකූල රංගන කලාප ලබා දී ඇත,CultureAndEntertainment,MusicAndArts
ග්රැෆික් නවකතා මාලාවට අනුවර්තනය කරන ලද පුරාණ ජන කතා,CultureAndEntertainment,MusicAndArts
සාම්ප්රදායික මැටි බඳුන් ගම්මානය ජාත්යන්තර සෙරමික් සම්මන්ත්රණය පවත්වයි,CultureAndEntertainment,MusicAndArts
කොළඹ ශබ්ද සංගීතය ප්රවාහ වේදිකාව දියත් කෙරේ,CultureAndEntertainment,MusicAndArts
කලාකරුවන්ගේ සාමූහිකය බේරේ විලෙහි පාවෙන මූර්ති නිර්මාණය කරයි,CultureAndEntertainment,MusicAndArts
බයිලා රීමික්ස් තරඟය ටික්ටොක් හි වෛරස් වේ,CultureAndEntertainment,MusicAndArts
ඓතිහාසික මැනිං වෙළඳපොළ කලා මධ්යස්ථානයක් බවට පරිවර්තනය වේ,CultureAndEntertainment,MusicAndArts
බියොන්සේ පුනරුද පනත  නම් විශ්මිත ඇල්බමය නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
බැන්ක්සිගේ නව බිතුසිතුවම සම්පූර්ණ කිරීමට පෙර ඩොලර් මිලියන  කට අලෙවි වේ,CultureAndEntertainment,MusicAndArts
ටේලර් ස්විෆ්ට් මිඩ්නයිට් ඉකෝස් සමඟ  වාර්තාව බිඳ දමයි,CultureAndEntertainment,MusicAndArts
ලූවර් මොනා ලීසා පිටුපස සැඟවුණු ඩා වින්චි සටහනක් සොයා ගනී,CultureAndEntertainment,MusicAndArts
අවසාන ප්රසංගයෙන් පසු අවිනිශ්චිත විරාමයක් නිවේදනය කරයි,CultureAndEntertainment,MusicAndArts
බොබ් ඩිලන්ගේ නැතිවූ  ඇල්බමය මරණින් පසු නිකුත් කරන ලදී,CultureAndEntertainment,MusicAndArts
හැමිල්ටන් අප්රිකානු මංගල දර්ශනය සඳහා ස්වහීලී භාෂාවෙන් රඟ දැක්වීය,CultureAndEntertainment,MusicAndArts
 නිර්මාපකයා හොඳම මුල් සංගීතය සඳහා ග්රැමී සම්මානය දිනා ගත්තේය,CultureAndEntertainment,MusicAndArts
වැනීසියේ බයිනාලය දේශගුණික සරණාගත කලාකරුවන් කෙරෙහි අවධානය යොමු කරයි,CultureAndEntertainment,MusicAndArts
ඩ්රේක් මෙටාවර්ස් හි  ප්රසංග මාලාවක් දියත් කරයි,CultureAndEntertainment,MusicAndArts
මාග්රට් ඇට්වුඩ්ගේ නව නවකතාව  ආචාර ධර්ම ගවේෂණය කරයි,CultureAndEntertainment,MusicAndArts
එල්විස් ප්රෙස්ලි හොලෝග්රෑම් සංචාරය ටිකට්පත් වලින් ඩොලර් මිලියන  ක් අලෙවි කරයි,CultureAndEntertainment,MusicAndArts
කලාකරු  ඡායාරූප ස්ථාපනයේ ඊජිප්තු පිරමිඩ ආවරණය කරයි,CultureAndEntertainment,MusicAndArts
කාබන්උදාසීන සංදර්ශනය සමඟ බිලී අයිලිෂ් සිරස්තල ග්ලැස්ටන්බරි,CultureAndEntertainment,MusicAndArts
පළමු ජනනය කළ නවකතාව කෙටි ලැයිස්තුගත කර ඇත බුකර් ත්යාගය සඳහා,CultureAndEntertainment,MusicAndArts
දේශගුණික විරෝධතා ප්රයෝගයේදී මොනා ලීසා විනාශයට පත් විය,CultureAndEntertainment,MusicAndArts
පෝල් මැකාර්ට්නි කේපොප් කණ්ඩායම සමඟ තනි ගීතය සඳහා සහයෝගයෙන් කටයුතු කරයි,CultureAndEntertainment,MusicAndArts
නෙට්ෆ්ලික්ස් හි අන්තර්ක්රියාකාරී මොසාර්ට් ඔපෙරා මංගල දර්ශන,CultureAndEntertainment,MusicAndArts
ආදිවාසී තිත් සිතුවම් ප්රදර්ශනය පැමිණීමේ වාර්තා බිඳ දමයි,CultureAndEntertainment,MusicAndArts
හිප්හොප්  වන සංවත්සර ප්රසංග මාලාව නිවේදනය කරන ලදී,CultureAndEntertainment,MusicAndArts
මාර්ස් කොලනි ප්රතිලාභ ඇල්බමය සඳහා ඩැෆ්ට් පන්ක් නැවත එක්වෙයි,CultureAndEntertainment,MusicAndArts
ජේකේ රෝලිං නව මාලාවක් අන්වර්ථ නාමයෙන් ප්රකාශයට පත් කරයි,CultureAndEntertainment,MusicAndArts
සුපර් බෝල් හිදී ස්වදේශීය භාෂාවලින් ගායනා කරන ලද තරුස්පැන්ගල්ඩ් බැනරය,CultureAndEntertainment,MusicAndArts
අට්ටාලයෙන් සොයාගත් නැතිවූ වැන් ගොග් ස්වයංප්රතිමූර්තිය,CultureAndEntertainment,MusicAndArts
රෙගේටන් ස්ටාර් බැඩ් බනී යූ ටියුබ් ප්රවාහ වාර්තා බිඳ දමයි,CultureAndEntertainment,MusicAndArts
මෙටාවර්ස් හි පැවති පළමු හොලෝග්රැෆික් කලා වෙන්දේසිය,CultureAndEntertainment,MusicAndArts
ප්රහාරයෙන් පසු සල්මන් රුෂ්ඩිගේ මතක සටහන් ප්රස්ථාරවල ඉහළින්ම සිටී,CultureAndEntertainment,MusicAndArts
පින්ක් ෆ්ලොයිඩ්ගේ අඳුරු පැත්ත අභ්යවකාශ මධ්යස්ථානයේ රඟ දක්වයි,CultureAndEntertainment,MusicAndArts
දැවෙන මිනිසා උත්සවය ස්ථිර අතථ්ය ස්ථානයට යයි,CultureAndEntertainment,MusicAndArts
නයිජීරියානු කවියා සැන්ඩ්ස් ඔෆ් මෙමරි සඳහා නොබෙල් ත්යාගය දිනා ගනී,CultureAndEntertainment,MusicAndArts
එඩ් ෂීරන් ඩොලර් මිලියන  කට සම්පූර්ණ නාමාවලියේ අයිතිවාසිකම් මිලදී ගනී,CultureAndEntertainment,MusicAndArts
මාරි කියුරි ද මියුසිකල් බ්රෝඩ්වේ හි මංගල දර්ශනය,CultureAndEntertainment,MusicAndArts
ටෝකියෝවේ බීතෝවන් රඟ දක්වන රොබෝ වාද්ය වෘන්දය,CultureAndEntertainment,MusicAndArts
වෙළුම්  ක මාලාවක් සමඟ මංගා කලාකරුවා වාර්තාව බිඳ දමයි,CultureAndEntertainment,MusicAndArts
 වොයේජ් හොලෝග්රෑම් සංචාරය  දක්වා දීර්ඝ කර ඇත,CultureAndEntertainment,MusicAndArts
බ්රසීලියානු වේල්ල මත පින්තාරු කරන ලද ලොව විශාලතම බිතුසිතුවම,CultureAndEntertainment,MusicAndArts
ත්රාසජනක නැවත සිතා ඇත පැරිසියේ බැලේ මංගල දර්ශන ලෙස,CultureAndEntertainment,MusicAndArts
රටේ සංගීත සම්මාන ප්ලාස්ටික් කුසලාන තහනම් කරයි,CultureAndEntertainment,MusicAndArts
රිහානා කැරිබියානු නිර්මාණකරුවන් සඳහා කලා අරමුදලක් දියත් කරයි,CultureAndEntertainment,MusicAndArts
නව ඇල්බමයේ ෆ්රෑන්ක් සිනාත්රා සමඟ  යුගල,CultureAndEntertainment,MusicAndArts
ද ග්රේට් ගැට්ස්බි හිප්හොප් ඔපෙරා වලට අනුවර්තනය කරන ලදී,CultureAndEntertainment,MusicAndArts
ඇක්රොපොලිස් හි වේදිකාගත කරන ලද පුරාණ ග්රීක ඛේදවාචකය,CultureAndEntertainment,MusicAndArts
හෙවි මෙටල් සිම්ෆනි දේශගුණික විද්යාඥයින්ට ගෞරව කරයි,CultureAndEntertainment,MusicAndArts
ඩේවිඩ් හොක්නිගේ අයිපෑඩ් කලා ප්රදර්ශනය කෞතුකාගාර සංචාරය කරයි,CultureAndEntertainment,MusicAndArts
කෙන්ඩ්රික් ලැමර්ගේ පුලිට්සර් සම්මානලාභී බැලේ ඇල්බමය,CultureAndEntertainment,MusicAndArts
රූගත කරන ලද පළමු ශුන්යගුරුත්වාකර්ෂණ නර්තන ප්රසංගය,CultureAndEntertainment,MusicAndArts
මවුස් ග්රැෆික් නවකතාව එක්සත් ජනපද රාජ්ය කිහිපයක තහනම් කර ඇත,CultureAndEntertainment,MusicAndArts
ෆැරල් විලියම්ස් ගෝලීය සංගීත අධ්යාපන යෙදුම දියත් කරයි,CultureAndEntertainment,MusicAndArts
ජේන් ඔස්ටන්ගේ නැතිවූ අත්පිටපත ගරාජයෙන් සොයා ගන්නා ලදී,CultureAndEntertainment,MusicAndArts
සම්බන්ධ නොවූ ගෝත්රික සංගීතය පළමු වරට පටිගත කරන ලදී,CultureAndEntertainment,MusicAndArts
බයිලා ලෙජන්ඩ් ඇන්ටන් ජෝන්ස් අවසන් ඇල්බමය කොළඹ නයිට්ස් නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
වීදි කලා උළෙල යාපනයේ යුද්ධයෙන් හානි වූ ගොඩනැගිලි පරිවර්තනය කරයි,CultureAndEntertainment,MusicAndArts
මහනුවර පෙරහැර ප්රථම වරට ඩ්රෝන ආලෝක සංදර්ශනයක් ඉදිරිපත් කරයි,CultureAndEntertainment,MusicAndArts
   නවකතාව ඉන්ද්රජාලික යථාර්ථවාදය සඳහා ග්රේටියන් ත්යාගය දිනා ගනී,CultureAndEntertainment,MusicAndArts
සාම්ප්රදායික බෙර කණ්ඩායම බෙරවා බීට්ස් යුරෝපයේ සංචාරය කරයි,CultureAndEntertainment,MusicAndArts
කොටුවේ පින්තාරු කරන ලද දේශපාලන දූෂණය නිරූපණය කරන මතභේදාත්මක බිතුසිතුවමක්,CultureAndEntertainment,MusicAndArts
ශ්රී ලාංකික ලෝහ සංගීත කණ්ඩායම පරියා චිල්ඩ් ජාත්යන්තර ලේබලය සහිත සංඥා,CultureAndEntertainment,MusicAndArts
ගාලු සාහිත්ය උළෙල නොබෙල් ත්යාගලාභී අබ්දුල්රාසාක් ගුර්නාහ් සත්කාරකත්වය දරයි,CultureAndEntertainment,MusicAndArts
බෞද්ධ වැලි මණ්ඩල ප්රදර්ශනය කොළඹදී ජනකායක් ආකර්ෂණය කරයි,CultureAndEntertainment,MusicAndArts
ගායක ඉරාජ් වීරරත්නගේ ධ්වනි ඇල්බමය ප්රස්ථාරවල ඉහළින්ම සිටී,CultureAndEntertainment,MusicAndArts
පෞරාණික සිංහල කවි පළමු වරට දෙමළ භාෂාවට පරිවර්තනය කර ඇත,CultureAndEntertainment,MusicAndArts
පරිසර මූර්ති උද්යානය ප්රතිචක්රීකරණය කරන ලද සාගර ප්ලාස්ටික් භාවිතයෙන් විවෘත වේ,CultureAndEntertainment,MusicAndArts
හිප්හොප් සාමූහිකය හෝරා කෲ තරුණ විරැකියාව පද රචනා වලින් අමතයි,CultureAndEntertainment,MusicAndArts
ඡායාරූප ප්රදර්ශනය නොපෙනෙන යුද්ධය ලේඛන සිවිල් වැසියන් කතන්දර,CultureAndEntertainment,MusicAndArts
කොළඹ රේව් හිදී  සමඟ සම්මිශ්රණය වූ සාම්ප්රදායික උඩරට නැටුම්,CultureAndEntertainment,MusicAndArts
කවි ලියනගේ අමරකීර්ති ද්විභාෂා එකතුවක් දියත් කරයි,CultureAndEntertainment,MusicAndArts
වීදි සංගීතඥයෝ නව කොළඹ රංගන බලපත්රවලට විරෝධය පළ කරති,CultureAndEntertainment,MusicAndArts
ජේඩීඒ පෙරේරා හි සමකාලීන කලාකරු චන්ද්රගුප්ත තේනුවරගේ අතීතාවර්ජනය,CultureAndEntertainment,MusicAndArts
ගිටාර් කිංග්ස් උත්සවය  දශකයේ ශ්රී ලාංකික රොක් පුනර්ජීවනය කරයි,CultureAndEntertainment,MusicAndArts
ආච්චිගේ හෙළ බොජුන් යන ඉවුම් පිහුම් පොත කලාපීය වට්ටෝරු සංරක්ෂණය කරයි,CultureAndEntertainment,MusicAndArts
සිංහල රැප් ගීතය ගමා ටෝක් ටික්ටොක් ගීතය බවට පත්වේ,CultureAndEntertainment,MusicAndArts
ලන්දේසි කෞතුකාගාරය කොල්ලකන ලද මහනුවර කෞතුක වස්තු රාජධානිය නැවත ලබා දෙයි,CultureAndEntertainment,MusicAndArts
ඉන්ඩි සංගීත කණ්ඩායම ද සෝල් සීගිරි ගුහාවල පටිගත කරන ලද ඇල්බමය නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
බෞද්ධ භික්ෂුවගේ අක්ෂර වින්යාස ප්රදර්ශනය ගැලරි වාර්තා බිඳ දමයි,CultureAndEntertainment,MusicAndArts
ළමා සාහිත්ය උළෙලේ අලි පෙළපාළි චිත්ර ශිල්පීන් ඇතුළත් වේ,CultureAndEntertainment,MusicAndArts
රෙගේ කලාකරු බලවත් සිංහයා විරෝධතා ගීත පද සඳහා අත්අඩංගුවට ගනු ලැබේ,CultureAndEntertainment,MusicAndArts
අනුරාධපුර ආලෝක සංදර්ශනය පුරාණ නගරය උච්චතම ස්ථානයේ ප්රතිනිර්මාණය කරයි,CultureAndEntertainment,MusicAndArts
ස්ත්රීවාදී සංග්රහය නිහඬ කෑගැසීම් නිදහස් ආකේඩ් හිදී දියත් කරන ලදී,CultureAndEntertainment,MusicAndArts
යුනෙස්කෝ අස්පෘශ්ය උරුමයක් ලෙස පිළිගත් සාම්ප්රදායික රූකඩ කලාව,CultureAndEntertainment,MusicAndArts
මීගමු කලපුවේ ජෑස් උත්සවය පාවෙන වේදිකා වලින් සමන්විත වේ,CultureAndEntertainment,MusicAndArts
මතභේදය ජාතික කලා ප්රදර්ශනය දේශපාලන කාටූන් ප්රතික්ෂේප කරයි,CultureAndEntertainment,MusicAndArts
කූතු ජන රඟහල ෂේක්ස්පියර්ගේ ඔතෙලෝ අනුවර්තනය කරයි,CultureAndEntertainment,MusicAndArts
ගායිකා යොහානි ද සිල්වා ඒආර් රහ්මාන් සමඟ සහයෝගයෙන් කටයුතු කරයි,CultureAndEntertainment,MusicAndArts
වීදි විලාසිතා ඡායාරූපකරණ ව්යාපෘතිය කොළඹ කූල් වෛරස් වේ,CultureAndEntertainment,MusicAndArts
නවකතාකරු ෂෙහාන් කරුණාතිලක දෙවන බුකර් ත්යාගය දිනා ගනී,CultureAndEntertainment,MusicAndArts
මීටියාගොඩ මැටි භාණ්ඩ ගම්මානය අන්තර්ක්රියාකාරී චාරිකා දියත් කරයි,CultureAndEntertainment,MusicAndArts
දෙමළ කවි ස්ලෑම් නැගෙනහිර පළාතේ අනුගාමිකයන් ලබා ගනී,CultureAndEntertainment,MusicAndArts
වෙස්මුහුණු විප්ලවය ප්රදර්ශනය කෝලම් ඩිජිටල් කලාව සමඟ මිශ්ර කරයි,CultureAndEntertainment,MusicAndArts
දළදා මාලිගාවේ පැවැත්වෙන සම්භාව්ය සිතාර් ප්රසංගය,CultureAndEntertainment,MusicAndArts
ඉන්දියානු සාගර ආත්මය සර්ෆ් ඡායාරූප පොත ආරුගම්බේ හි දියත් කෙරේ,CultureAndEntertainment,MusicAndArts
භාවනා යෙදුම සඳහා ඩීජේවරුන් විසින් නැවත මිශ්ර කරන ලද බෞද්ධ ගීත,CultureAndEntertainment,MusicAndArts
ගම්පහ හි සිරිමාවෝ බණ්ඩාරනායකගේ ප්රතිමාව එළිදක්වන ලදී,CultureAndEntertainment,MusicAndArts
සිලෝන් තේ නාද  සංගීත ඇල්බමය පටිගත කරන ලදී වැවිලි,CultureAndEntertainment,MusicAndArts
කලාකරුවන්ගේ සාමූහිකය සුනාමි සුන්බුන් වලින් බිතුසිතුවම් නිර්මාණය කරයි,CultureAndEntertainment,MusicAndArts
කුඹුරුවල කෙඳිරිගාන යන භූත කතා සංග්රහය අලෙවියෙන් ඉහළින්ම සිටී,CultureAndEntertainment,MusicAndArts
දුරස්ථ ගම්මානයක ශිල්ප සංරක්ෂණය කරන සාම්ප්රදායික බෙර සාදන්නා,CultureAndEntertainment,MusicAndArts
 රඟහල කණ්ඩායම රේන්බෝ ලංකා සංගීතමය මංගල දර්ශනය පවත්වයි,CultureAndEntertainment,MusicAndArts
හික්කඩුවේදී ආහාර සහ සංගීත විලයන උළෙල ටේස්ට් ද බීට්ස්,CultureAndEntertainment,MusicAndArts
විශ්ව විද්යාලය විසින් ඩිජිටල් කරන ලද පුරාණ ඕලා කොළ අත්පිටපත්,CultureAndEntertainment,MusicAndArts
කලා බස් ව්යාපෘතිය ග්රාමීය පාසල්වලට ගැලරි ගෙන එයි,CultureAndEntertainment,MusicAndArts
බියොන්සේ කන්ට්රි ට්විස්ට් සමඟ කව්බෝයි කාටර් පුදුම ඇල්බමය නිකුත් කරයි,CultureAndEntertainment,MusicAndArts
බෑන්ක්සිගේ ඩිස්මලන්ඩ්  පොප්අප් මිලියන නරඹන්නන් ආකර්ෂණය කරයි,CultureAndEntertainment,MusicAndArts
ටේලර් ස්විෆ්ට්ගේ ඊරාස් සංචාරය ඩොලර් බිලියන  ක ආදායම් වාර්තාවක් බිඳ දමයි,CultureAndEntertainment,MusicAndArts
ජනනය කළ ඩ්රේක් ගීතය ප්රවාහ වේදිකාවලින් ඉවත් කර ඇත,CultureAndEntertainment,MusicAndArts
රහස් ගබඩාවේ ඩා වින්සි ස්කෙච් නැවත සොයා ගන්නා ලද ලූවර් ප්රදර්ශන,CultureAndEntertainment,MusicAndArts
කේපොප් සමූහය  ස්ථිර ඒකල ව්යාපෘති නිවේදනය කරයි,CultureAndEntertainment,MusicAndArts
බොබ් ඩිලන්ගේ නැතිවූ  ඇල්බමය බ්ලඩ් ඔන් ද ට්රැක්ස් රෙඩක්ස් කාන්දු විය,CultureAndEntertainment,MusicAndArts
අතථ්ය රියැලිටි ප්රසංග වේදිකාව මෙටාස්ටේජ් සති අන්ත සංදර්ශනය සමඟ දියත් කෙරේ,CultureAndEntertainment,MusicAndArts
ජපන් මංගා කලාකරුවා විසින් හැරී පොටර් නිදර්ශන සංස්කරණය,CultureAndEntertainment,MusicAndArts
ස්පොටිෆයි හි  ධාවන ලැයිස්තු උත්පාදක යන්ත්රය පරිපූර්ණ මනෝභාවය ලැයිස්තු නිර්මාණය කරයි,CultureAndEntertainment,MusicAndArts
රිහානාගේ විලාසිතා ලේබලය මෙට් ගාලා තේමා තරඟය ජයග්රහණය කරයි,CultureAndEntertainment,MusicAndArts
පුරාණ ඊජිප්තු සොහොන ටික්ටොක් හි සජීවීව විවෘත වේ,CultureAndEntertainment,MusicAndArts
ජේකේ රෝලිං අවසන් හැරී පොටර් විශ්ව නවකතාව ප්රකාශයට පත් කරයි,CultureAndEntertainment,MusicAndArts
 හොලෝග්රෑම් සංචාරය දකුණු ඇමරිකාව දක්වා ව්යාප්ත වේ,CultureAndEntertainment,MusicAndArts
     හි දියත් කෙරේ,CultureAndEntertainment,MusicAndArts
නයිජීරියානු දේශගුණික කවියාට පිරිනමන ලද සාහිත්ය සඳහා නොබෙල් ත්යාගය,CultureAndEntertainment,MusicAndArts
 රැජින චරිතාපදානය සඳහා ෆ්රෙඩී මර්කරිගේ හඬ ප්රතිනිර්මාණය කරයි,CultureAndEntertainment,MusicAndArts
උණුසුම හේතුවෙන් දැවෙන මිනිසා උත්සවය ග්රීන්ලන්තයට ගමන් කරයි,CultureAndEntertainment,MusicAndArts
 සිට ප්රථම වතාවට සීඩී අලෙවිය අභිබවා යන වයිනයිල් පුනරුදය,CultureAndEntertainment,MusicAndArts
පිකාසෝගේ මිණිබිරිය කිසිදා නොදුටු ස්කෙච් පොත් වෙන්දේසි කරයි,CultureAndEntertainment,MusicAndArts
බෙදීමට පෙර පටිගත කරන ලද රහස් ඇල්බමය   හෙළි කරයි,CultureAndEntertainment,MusicAndArts
ෂේක්ස්පියර්ගේ නැතිවූ නාට්යය   ප්රතිසංස්කරණයෙන් පසු වේදිකාගත කරන ලදී,CultureAndEntertainment,MusicAndArts
 ශබ්ද පටය වසරේ ඇල්බමය සඳහා ග්රැමී සම්මානය දිනා ගත්තේය,CultureAndEntertainment,MusicAndArts
  තේමාව    ,CultureAndEntertainment,MusicAndArts
  විසින් හොලෝග්රෑම් කීත් රිචඩ්ස් සමඟ අවසන් සංචාරය නිවේදනය කරයි,CultureAndEntertainment,MusicAndArts
පින්තාරු කරන ලද ප්රතිමූර්තිය ක්රිස්ටි හි ඩොලර් මිලියන  කට අලෙවි වේ,CultureAndEntertainment,MusicAndArts
  සිඩ්නි ඔපෙරා හවුස් හිදී ද රින්ග්ස් සංධ්වනි මංගල දර්ශනය,CultureAndEntertainment,MusicAndArts
ජේඉසෙඩ් ජැක් ඩෝර්සිගෙන් ටයිඩල් නැවත මිලදී ගනී,CultureAndEntertainment,MusicAndArts
දේශගුණික ක්රියාකාරීන් වැන් ගෝගේ සන්ෆ්ලවර්ස් වලට තමන්වම ඇලවීම,CultureAndEntertainment,MusicAndArts
හැමිල්ටන් සෝල් හි කේපොප් අනුවර්තනය දියත් කරයි,CultureAndEntertainment,MusicAndArts
මයිකල් ජැක්සන් චරිතාපදානයේ බෑණා පොප් රජු ලෙස ඉදිරිපත් කරයි,CultureAndEntertainment,MusicAndArts
ලා ස්කලා හිදී ස්ටාර් වෝර්ස්  තේමා ඔපෙරා මංගල දර්ශන,CultureAndEntertainment,MusicAndArts
ග්ලැසියර අයිස් මත ඩිජිටල් කලා ස්ථාපනය සාගර මතකය ව්යාපෘති,CultureAndEntertainment,MusicAndArts
බිලී අයිලිෂ්ගේ හතු සම් වලින් සාදන ලද වීගන් විලාසිතා රේඛාව,CultureAndEntertainment,MusicAndArts
